Project,Site,Date,Time,Type,Location,lat,lon,ID,bottle_type,filtered_uM,SpC_uScm2,temp_C,sampled_by,collection_notes,status_location,DOC_mgL,DOC_file,DOC_notes,Network Role,Discharge,Discharge Notes,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,207,60_mL,0.45,878,23.6,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,d_200,30_mL_dark,0.45,878,23.6,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,d_206,30_mL_dark,0.45,878,23.6,AJW,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,d_207,40_mL_gdark,0.45,878,23.6,AJW,,lab refrigerator,,,,,,,,,
BEGI,VDO_W,9/22/23,15:30,ground water,VDO west well,,,i_200,iso_vial,0.45,878,23.6,AJW,,at CSI,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,223,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,226,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,232,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,d_223,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,d_226,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,d_232,40_mL_gdark,0.45,,,WM,,lab refrigerator,,,,,,,,,
BEGI,SLO_C,9/29/23,10:30,ground water,SLO central well,,,i_223,iso_vial,0.45,,,WM,,at CSI,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,189,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,193,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,224,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,d_189,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,d_193,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,d_224,40_mL_gdark,0.45,,,WM,,lab refrigerator,,,,,,,,,
BEGI,SLO_W,9/29/23,11:00,ground water,SLO west well,,,i_189,iso_vial,0.45,,,WM,,at CSI,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,191,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,222,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,231,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,d_191,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,d_222,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,d_231,40_mL_gdark,0.45,,,WM,,lab refrigerator,,,,,,,,,
BEGI,VDO_S,9/29/23,10:00,ground water,VDO south well,,,i_191,iso_vial,0.45,,,WM,,at CSI,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,225,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,228,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,233,60_mL,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,d_225,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,d_228,30_mL_dark,0.45,,,WM,,lab freezer,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,d_233,40_mL_gdark,0.45,,,WM,,lab refrigerator,,,,,,,,,
BEGI,VDO_W,9/29/23,9:30,ground water,VDO west well,,,i_225,iso_vial,0.45,,,WM,,at CSI,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,181,60_mL,0.45,948,17.1,RM,,lab freezer,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,212,60_mL,0.45,948,17.1,RM,,lab freezer,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,213,60_mL,0.45,948,17.1,RM,,lab freezer,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,d_181,30_mL_dark,0.45,948,17.1,RM,,lab freezer,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,d_212,30_mL_dark,0.45,948,17.1,RM,,lab freezer,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,d_213,40_mL_gdark,0.45,948,17.1,RM,,lab refrigerator,,,,,,,,,
BEGI,SLO_C,10/6/23,10:15,ground water,SLO central well,,,i_181,iso_vial,0.45,948,17.1,RM,,at CSI,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,227,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,229,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,234,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,d_227,30_mL_dark,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,d_229,30_mL_dark,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,d_234,40_mL_gdark,0.45,,,RM,,lab refrigerator,,,,,,,,,
BEGI,SLO_W,10/6/23,10:45,ground water,SLO west well,,,i_227,iso_vial,0.45,,,RM,,at CSI,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,211,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,216,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,220,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,d_211,30_mL_dark,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,d_216,30_mL_dark,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,d_220,40_mL_gdark,0.45,,,RM,,lab refrigerator,,,,,,,,,
BEGI,VDO_S,10/6/23,9:15,ground water,VDO south well,,,i_211,iso_vial,0.45,,,RM,,at CSI,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,197,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,204,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,205,60_mL,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,d_197,30_mL_dark,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,d_204,30_mL_dark,0.45,,,RM,,lab freezer,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,d_205,40_mL_gdark,0.45,,,RM,,lab refrigerator,,,,,,,,,
BEGI,VDO_W,10/6/23,9:00,ground water,VDO west well,,,i_197,iso_vial,0.45,,,RM,,at CSI,,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,253,60_mL,0.45,917,16,RM,,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,277,60_mL,0.45,917,16,RM,,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,290,60_mL,0.45,917,16,RM,,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,d_253,30_mL_dark,0.45,917,16,RM,,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,d_277,30_mL_dark,0.45,917,16,RM,,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,d_290,40_mL_gdark,0.45,917,16,RM,,lab refrigerator,1.25,,,,,,,,
BEGI,SLO_C,10/13/23,10:15,ground water,SLO central well,,,i_253,iso_vial,0.45,917,16,RM,,at CSI,1.25,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,217,60_mL,0.45,397.7,17.2,RM,,lab freezer,0.9,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,230,60_mL,0.45,397.7,17.2,RM,,lab freezer,0.9,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,254,60_mL,0.45,397.7,17.2,RM,,lab freezer,0.9,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,d_217,30_mL_dark,0.45,397.7,17.2,RM,,lab freezer,0.9,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,d_230,30_mL_dark,0.45,397.7,17.2,RM,,lab freezer,0.9,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,d_254,40_mL_gdark,0.45,397.7,17.2,RM,,lab refrigerator,0.9,,,,,,,,
BEGI,SLO_W,10/13/23,11:00,ground water,SLO west well,,,i_217,iso_vial,0.45,397.7,17.2,RM,,at CSI,0.9,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,248,60_mL,0.45,890,21.1,RM,,lab freezer,1.09,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,250,60_mL,0.45,890,21.1,RM,,lab freezer,1.09,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,267,60_mL,0.45,890,21.1,RM,,lab freezer,1.09,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,d_248,30_mL_dark,0.45,890,21.1,RM,,lab freezer,1.09,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,d_250,30_mL_dark,0.45,890,21.1,RM,,lab freezer,1.09,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,d_267,40_mL_gdark,0.45,890,21.1,RM,,lab refrigerator,1.09,,,,,,,,
BEGI,VDO_S,10/13/23,9:30,ground water,VDO south well,,,i_248,iso_vial,0.45,890,21.1,RM,,at CSI,1.09,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,257,60_mL,0.45,879,21.4,RM,,lab freezer,1.35,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,258,60_mL,0.45,879,21.4,RM,,lab freezer,1.35,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,292,60_mL,0.45,879,21.4,RM,,lab freezer,1.35,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,d_257,30_mL_dark,0.45,879,21.4,RM,,lab freezer,1.35,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,d_258,30_mL_dark,0.45,879,21.4,RM,,lab freezer,1.35,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,d_292,40_mL_gdark,0.45,879,21.4,RM,,lab refrigerator,1.35,,,,,,,,
BEGI,VDO_W,10/13/23,8:45,ground water,VDO west well,,,i_257,iso_vial,0.45,879,21.4,RM,,at CSI,1.35,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,264,60_mL,0.45,918,15,"WM, HM",,lab freezer,0.6,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,273,60_mL,0.45,918,15,"WM, HM",,lab freezer,0.6,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,282,60_mL,0.45,918,15,"WM, HM",,lab freezer,0.6,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,d_264,30_mL_dark,0.45,918,15,"WM, HM",,lab freezer,0.6,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,d_273,30_mL_dark,0.45,918,15,"WM, HM",,lab freezer,0.6,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,d_282,40_mL_gdark,0.45,918,15,"WM, HM",,lab refrigerator,0.6,,,,,,,,
BEGI,SLO_C,10/20/23,10:15,ground water,SLO central well,,,i_264,iso_vial,0.45,918,15,"WM, HM",,at CSI,0.6,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,262,60_mL,0.45,396.4,16.4,"WM, HM",,lab freezer,1.52,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,266,60_mL,0.45,396.4,16.4,"WM, HM",,lab freezer,1.52,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,296,60_mL,0.45,396.4,16.4,"WM, HM",,lab freezer,1.52,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,d_262,30_mL_dark,0.45,396.4,16.4,"WM, HM",,lab freezer,1.52,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,d_266,30_mL_dark,0.45,396.4,16.4,"WM, HM",,lab freezer,1.52,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,d_296,40_mL_gdark,0.45,396.4,16.4,"WM, HM",,cannot find this sample,1.52,,,,,,,,
BEGI,SLO_W,10/20/23,10:45,ground water,SLO west well,,,i_262,iso_vial,0.45,396.4,16.4,"WM, HM",,at CSI,1.52,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,274,60_mL,0.45,817,20.4,"WM, HM",,lab freezer,4.13,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,294,60_mL,0.45,817,20.4,"WM, HM",,lab freezer,4.13,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,297,60_mL,0.45,817,20.4,"WM, HM",,lab freezer,4.13,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,d_274,30_mL_dark,0.45,817,20.4,"WM, HM",,lab freezer,4.13,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,d_294,30_mL_dark,0.45,817,20.4,"WM, HM",,lab freezer,4.13,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,d_297,40_mL_gdark,0.45,817,20.4,"WM, HM",,cannot find this sample,4.13,,,,,,,,
BEGI,VDO_S,10/20/23,9:30,ground water,VDO south well,,,i_274,iso_vial,0.45,817,20.4,"WM, HM",,at CSI,4.13,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,272,60_mL,0.45,886,21.1,"WM, HM",,lab freezer,1.11,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,281,60_mL,0.45,886,21.1,"WM, HM",,lab freezer,1.11,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,293,60_mL,0.45,886,21.1,"WM, HM",,lab freezer,1.11,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,d_272,30_mL_dark,0.45,886,21.1,"WM, HM",,lab freezer,1.11,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,d_281,30_mL_dark,0.45,886,21.1,"WM, HM",,lab freezer,1.11,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,d_293,40_mL_gdark,0.45,886,21.1,"WM, HM",,cannot find this sample,1.11,,,,,,,,
BEGI,VDO_W,10/20/23,8:45,ground water,VDO west well,,,i_272,iso_vial,0.45,886,21.1,"WM, HM",,at CSI,1.11,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,269,60_mL,0.45,967,15.1,"WM, RM",,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,286,60_mL,0.45,967,15.1,"WM, RM",,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,289,60_mL,0.45,967,15.1,"WM, RM",,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,d_269,30_mL_dark,0.45,967,15.1,"WM, RM",,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,d_286,30_mL_dark,0.45,967,15.1,"WM, RM",,lab freezer,1.25,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,d_289,40_mL_gdark,0.45,967,15.1,"WM, RM",,analyzed,1.25,,,,,,,,
BEGI,SLO_C,10/27/23,10:45,ground water,SLO central well,,,i_269,iso_vial,0.45,967,15.1,"WM, RM",,at CSI,1.25,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,263,60_mL,0.45,388.1,16.9,"WM, RM",,lab freezer,0.85,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,270,60_mL,0.45,388.1,16.9,"WM, RM",,lab freezer,0.85,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,284,60_mL,0.45,388.1,16.9,"WM, RM",,lab freezer,0.85,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,d_263,30_mL_dark,0.45,388.1,16.9,"WM, RM",,lab freezer,0.85,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,d_270,30_mL_dark,0.45,388.1,16.9,"WM, RM",,lab freezer,0.85,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,d_284,40_mL_gdark,0.45,388.1,16.9,"WM, RM",,analyzed,0.85,,,,,,,,
BEGI,SLO_W,10/27/23,11:15,ground water,SLO west well,,,i_263,iso_vial,0.45,388.1,16.9,"WM, RM",,at CSI,0.85,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,279,60_mL,0.45,900,20.2,"WM, RM",,lab freezer,1.99,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,285,60_mL,0.45,900,20.2,"WM, RM",,lab freezer,1.99,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,295,60_mL,0.45,900,20.2,"WM, RM",,lab freezer,1.99,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,d_279,30_mL_dark,0.45,900,20.2,"WM, RM",,lab freezer,1.99,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,d_285,30_mL_dark,0.45,900,20.2,"WM, RM",,lab freezer,1.99,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,d_295,40_mL_gdark,0.45,900,20.2,"WM, RM",,analyzed,1.99,,,,,,,,
BEGI,VDO_S,10/27/23,9:45,ground water,VDO south well,,,i_279,iso_vial,0.45,900,20.2,"WM, RM",,at CSI,1.99,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,259,60_mL,0.45,874,20.2,"WM, RM",,lab freezer,1.04,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,261,60_mL,0.45,874,20.2,"WM, RM",,lab freezer,1.04,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,283,60_mL,0.45,874,20.2,"WM, RM",,lab freezer,1.04,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,d_259,30_mL_dark,0.45,874,20.2,"WM, RM",,lab freezer,1.04,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,d_261,30_mL_dark,0.45,874,20.2,"WM, RM",,lab freezer,1.04,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,d_283,40_mL_gdark,0.45,874,20.2,"WM, RM",,analyzed,1.04,,,,,,,,
BEGI,VDO_W,10/27/23,8:45,ground water,VDO west well,,,i_259,iso_vial,0.45,874,20.2,"WM, RM",,at CSI,1.04,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,218,60_mL,0.45,500,12.6,"RM, AJW",,lab freezer,2.82,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,271,60_mL,0.45,500,12.6,"RM, AJW",,lab freezer,2.82,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,288,60_mL,0.45,500,12.6,"RM, AJW",,lab freezer,2.82,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,d_218,30_mL_dark,0.45,500,12.6,"RM, AJW",,lab freezer,2.82,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,d_271,30_mL_dark,0.45,500,12.6,"RM, AJW",,lab freezer,2.82,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,d_288,40_mL_gdark,0.45,500,12.6,"RM, AJW",,cannot find this sample,2.82,,,,,,,,
BEGI,SLO_C,11/3/23,10:30,ground water,SLO central well,,,i_218,iso_vial,0.45,500,12.6,"RM, AJW",,at CSI,2.82,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,203,60_mL,0.45,420.9,15.5,"RM, AJW",,lab freezer,1.7,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,245,60_mL,0.45,420.9,15.5,"RM, AJW",,lab freezer,1.7,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,260,60_mL,0.45,420.9,15.5,"RM, AJW",,lab freezer,1.7,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,d_203,30_mL_dark,0.45,420.9,15.5,"RM, AJW",,lab freezer,1.7,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,d_245,30_mL_dark,0.45,420.9,15.5,"RM, AJW",,lab freezer,1.7,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,d_260,40_mL_gdark,0.45,420.9,15.5,"RM, AJW",,cannot find this sample,1.7,,,,,,,,
BEGI,SLO_W,11/3/23,11:15,ground water,SLO west well,,,i_203,iso_vial,0.45,420.9,15.5,"RM, AJW",,at CSI,1.7,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,240,60_mL,0.45,891,19.6,"RM, AJW",,lab freezer,0.91,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,278,60_mL,0.45,891,19.6,"RM, AJW",,lab freezer,0.91,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,280,60_mL,0.45,891,19.6,"RM, AJW",,lab freezer,0.91,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,d_240,30_mL_dark,0.45,891,19.6,"RM, AJW",,lab freezer,0.91,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,d_278,30_mL_dark,0.45,891,19.6,"RM, AJW",,lab freezer,0.91,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,d_280,40_mL_gdark,0.45,891,19.6,"RM, AJW",,cannot find this sample,0.91,,,,,,,,
BEGI,VDO_S,11/3/23,9:30,ground water,VDO south well,,,i_240,iso_vial,0.45,891,19.6,"RM, AJW",,at CSI,0.91,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,201,60_mL,0.45,873,19.9,"RM, AJW",,lab freezer,0.62,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,236,60_mL,0.45,873,19.9,"RM, AJW",,lab freezer,0.62,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,243,60_mL,0.45,873,19.9,"RM, AJW",,lab freezer,0.62,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,d_201,30_mL_dark,0.45,873,19.9,"RM, AJW",,lab freezer,0.62,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,d_236,30_mL_dark,0.45,873,19.9,"RM, AJW",,lab freezer,0.62,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,d_243,40_mL_gdark,0.45,873,19.9,"RM, AJW",,cannot find this sample,0.62,,,,,,,,
BEGI,VDO_W,11/3/23,8:45,ground water,VDO west well,,,i_201,iso_vial,0.45,873,19.9,"RM, AJW",,at CSI,0.62,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,214,60_mL,0.45,795,11.5,"ET, WM, HM",,lab freezer,1.2,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,252,60_mL,0.45,795,11.5,"ET, WM, HM",,lab freezer,1.2,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,276,60_mL,0.45,795,11.5,"ET, WM, HM",,lab freezer,1.2,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,d_214,30_mL_dark,0.45,795,11.5,"ET, WM, HM",,lab freezer,1.2,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,d_252,30_mL_dark,0.45,795,11.5,"ET, WM, HM",,lab freezer,1.2,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,d_276,40_mL_gdark,0.45,795,11.5,"ET, WM, HM",,lab refrigerator,1.2,,,,,,,,
BEGI,SLO_C,11/10/23,,ground water,SLO central well,,,i_214,iso_vial,0.45,795,11.5,"ET, WM, HM",,at CSI,1.2,,,,,,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,190,60_mL,0.45,486,13.3,"ET, WM, HM",,lab freezer,2.01,,,,,,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,235,60_mL,0.45,486,13.3,"ET, WM, HM",,lab freezer,2.01,,,,,,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,244,60_mL,0.45,486,13.3,"ET, WM, HM",,lab freezer,2.01,,,,,,,,
BEGI,SLO_W,11/10/23,,ground water,SLO west well,,,d_190,30_mL_dark,0.45,486,13.3,"ET, WM, HM",,lab freezer,2.01,,,,,,,,
