OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402229,Sample-Routine,Water,Groundwater,2014-06-09,11:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354957106095101,,"L-1610016 LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFb8 per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98573962,,,Argon-40/Argon-36 error,Total,1.6,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82756; NAWQA-14-CO Noble Gas Data_Batch,82773,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402229,Sample-Routine,Water,Groundwater,2014-06-09,11:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354957106095101,,"L-1610016 LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFb8 per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98573963,,,Krypton-86/Krypton-84 error,Total,0.0031,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82761; NAWQA-14-CO Noble Gas Data_Batch,82778,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402229,Sample-Routine,Water,Groundwater,2014-06-09,11:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354957106095101,,"L-1610016 LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFb8 per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98573964,,,Xenon-130/Xenon-132 error,Total,0.0104,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82766; NAWQA-14-CO Noble Gas Data_Batch,82783,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402229,Sample-Routine,Water,Groundwater,2014-06-09,11:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354957106095101,,"L-1610016 LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFb8 per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98573965,,,Helium-4,Dissolved,0.00000261,cm3/g @STP,,Preliminary,,Actual,,,,,2.6094E-08,,,,,NAWQA-14-CO Noble Gas Data_Batch,85561,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402229,Sample-Routine,Water,Groundwater,2014-06-09,11:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354957106095101,,"L-1610016 LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFb8 per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98573966,,,Helium-4,Total,0.0000000260,cm3/g @STP,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 85561; NAWQA-14-CO Noble Gas Data_Batch,85562,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402229,Sample-Routine,Water,Groundwater,2014-06-09,11:00:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354957106095101,,"L-1610016 LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Samples were received chilled at the WHOI lab.  Updated station name from SFb8 per Bauch.  KB 7/3/14",Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98573973,,,Helium-3/helium-4 error,Total,0.0000000252,None,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 61040; NAWQA-14-CO Noble Gas Data_Batch,85569,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500556,Quality Control Sample-Field Replicate,Water,Groundwater,2014-12-10,13:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355208106024201,,L-3528704 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible centrifugal pump,NWIS-99829537,,,Carbon-13/Carbon-12 ratio,Total,-11.04,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2015-03-13,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500556,Quality Control Sample-Field Replicate,Water,Groundwater,2014-12-10,13:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355208106024201,,L-3528704 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible centrifugal pump,NWIS-99829539,,,Oxygen-18/Oxygen-16 ratio,Total,-9.09,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2015-01-05,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574579,,,Helium-3/helium-4 ratio,Total,0.000000709,ratio,,Preliminary,,Actual,,,,,6.7605E-09,,,,,NAWQA-14-CO Noble Gas Data_Batch,61040,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574598,,,Delta boron-11/boron-10,Dissolved,12.0,per mil,,Preliminary,,Actual,,,,,,,,,,,62648,,,,,,,,,MS060,USGS,"B-11/B-10, wf, neg therm-ion MS",,"Fresenius J. Anal. Chem., 1996, 354(7-8), 903-909","USGS-NRP, Metals Isotope Research Lab, Menlo Park, CA",,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574840,,,"Strontium-87/Strontium-86, ratio",Dissolved,0.71634,ratio,,Preliminary,,Actual,,,,,,,,,,,75978,,,,,,,,,MS061,USGS,"Sr-87/Sr-86, wf, MS",,"Geochim Cosmochim Acta, 1996, v 60, p 1807-1821","USGS-NRP, Metals Isotope Research Lab, Menlo Park, CA",,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574882,,,Oxygen-18/Oxygen-16 ratio,Total,-9.99,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574880,,,Carbon-13/Carbon-12 ratio,Total,-9.10,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2014-09-12,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574886,,,Neon-20/Neon-22 ratio,Total,9.796,ratio,,Preliminary,,Actual,,,,,0.01167388,,,,,NAWQA-14-CO Noble Gas Data_Batch,82753,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574887,,,Argon-40/Argon-36 ratio,Total,297.1,ratio,,Preliminary,,Actual,,,,,1.56816333,,,,,NAWQA-14-CO Noble Gas Data_Batch,82756,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574888,,,Krypton-86/Krypton-84 ratio,Total,0.308,ratio,,Preliminary,,Actual,,,,,0.00308286,,,,,NAWQA-14-CO Noble Gas Data_Batch,82761,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574889,,,Xenon-130/Xenon-132 ratio,Total,0.161,ratio,,Preliminary,,Actual,,,,,0.01062501,,,,,NAWQA-14-CO Noble Gas Data_Batch,82766,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574890,,,Neon-20/Neon-22 error,Total,0.012,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82753; NAWQA-14-CO Noble Gas Data_Batch,82770,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574891,,,Argon-40/Argon-36 error,Total,1.6,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82756; NAWQA-14-CO Noble Gas Data_Batch,82773,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574892,,,Krypton-86/Krypton-84 error,Total,0.0031,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82761; NAWQA-14-CO Noble Gas Data_Batch,82778,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574893,,,Xenon-130/Xenon-132 error,Total,0.0106,ratio,,Preliminary,,Actual,,,,,,,,,,Gas Error for 82766; NAWQA-14-CO Noble Gas Data_Batch,82783,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574894,,,Helium-4,Dissolved,0.0000000877,cm3/g @STP,,Preliminary,,Actual,,,,,8.7721E-10,,,,,NAWQA-14-CO Noble Gas Data_Batch,85561,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574895,,,Helium-4,Total,0.0000000008,cm3/g @STP,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 85561; NAWQA-14-CO Noble Gas Data_Batch,85562,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01402231,Sample-Routine,Water,Groundwater,2014-06-11,10:30:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-353315105564901,,"L-1670058 Received June 13, 2014  LC4200 added, please lab filter S2434 per Bauch, paa, 7/9/14  Received June 13, 2014  Updated station name from ELD2  per Bauch.  KB 7/3/14  Samples were received chilled at the WHOI lab.","Tesuque Formation, Undifferentiated Unit",Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-98574902,,,Helium-3/helium-4 error,Total,0.0000000068,None,,Preliminary,Standard Deviation,Actual,,,,,,,,,,Gas Error for 61040; NAWQA-14-CO Noble Gas Data_Batch,85569,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-06-30,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500558,Sample-Routine,Water,Groundwater,2014-12-11,13:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355224106024301,,A-3469604 Woods Hole L-3469604 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8010,USGS parameter code 82398,Other,,Inertial Pump,NWIS-99845129,,,Carbon-13/Carbon-12 ratio,Total,-8.02,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2015-03-13,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500558,Sample-Routine,Water,Groundwater,2014-12-11,13:00:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355224106024301,,A-3469604 Woods Hole L-3469604 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,8010,USGS parameter code 82398,Other,,Inertial Pump,NWIS-99845131,,,Oxygen-18/Oxygen-16 ratio,Total,-8.65,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2015-01-05,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500557,Sample-Routine,Water,Groundwater,2014-12-10,11:45:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355152106023801,,A-3469602 Woods Hole L-3469602 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible centrifugal pump,NWIS-99829618,,,Carbon-13/Carbon-12 ratio,Total,-8.98,per mil,,Accepted,,Actual,,,,,,,,,,,82081,,,,,,,,,MS039,USGS,"C-13/12, wf, per NWQL Memo 96-05",,NOSAMS General procedure document,"Natl Ocean Sciences AMS Facility (NOSAMS), Woods Hole, MA",2015-03-13,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01500557,Sample-Routine,Water,Groundwater,2014-12-10,11:45:00,MST,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-355152106023801,,A-3469602 Woods Hole L-3469602 Samples were received chilled at the WHOI lab.,,Not applicable,Not applicable,,,4040,USGS parameter code 82398,Submersible pump,,Submersible centrifugal pump,NWIS-99829620,,,Oxygen-18/Oxygen-16 ratio,Total,-9.22,per mil,,Accepted,,Actual,,,,,,,,,,,82085,,,,,,,,,MS020,USGS,"Oxygen-18/16, wu, by MS",,USGS TMR 10-C1,"USGS-NRP, Stable Isotope Lab, Reston, VA",2015-01-05,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303401,,,Helium-3/helium-4 ratio,Total,0.000001348,ratio,,Preliminary,,Actual,,,,,1.2854E-08,,,,,NAWQA-14-CO Noble Gas Data_Batch,61040,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303407,,,Neon-20/Neon-22 ratio,Total,9.785,ratio,,Preliminary,,Actual,,,,,0.01165996,,,,,NAWQA-14-CO Noble Gas Data_Batch,82753,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
USGS-NM,USGS New Mexico Water Science Center,nwisnm.01.01403539,Sample-Routine,Water,Groundwater,2014-06-10,12:01:00,MDT,,,,,,,,,,,,,,USGS - Colorado Water Science Center,USGS-354247105582001,,,Santa Fe Group,Not applicable,Not applicable,,,USGS,USGS,USGS,,Unknown,NWIS-99303408,,,Argon-40/Argon-36 ratio,Total,296.8,ratio,,Preliminary,,Actual,,,,,1.56688598,,,,,NAWQA-14-CO Noble Gas Data_Batch,82756,,,,,,,,,MS071,USGS,Noble gas isotopes (USGS-NGL),,USGS TMR 5-A11,"USGS Noble Gas Lab, Denver Federal Center",2014-07-01,,,,,,,,NWIS
